"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0F9Y0","2020-02-01 01:00:00","3313.000","290.000","4.200","-4.700","0.210","682.600","","0.000","11.000","293.000","","-4.600","","-5.100",""
"C0E790","2020-02-01 01:00:00","344.000","134.000","0.900","8.000","0.860","981.800","","0.000","-99.000","-99.000","-99.000","8.800","","8.000",""
"C0O810","2020-02-01 01:00:00","161.000","25.000","1.300","11.400","0.990","1005.100","","0.000","-99.000","-99.000","-99.000","11.500","","11.400",""
"C0G880","2020-02-01 01:00:00","92.000","100.000","0.500","10.800","0.860","1011.400","","0.000","-99.000","-99.000","-99.000","11.500","","10.800",""
"C0R260","2020-02-01 01:00:00","76.000","0.000","0.200","13.600","0.590","1013.000","","0.000","-99.000","-99.000","-99.000","13.700","","13.400",""
"C0U950","2020-02-01 01:00:00","1012.000","37.000","3.900","3.400","0.910","909.400","","0.000","-99.000","-99.000","-99.000","3.400","","3.400",""
"C0O860","2020-02-01 01:00:00","38.000","0.000","0.000","10.600","0.990","1017.500","","0.000","-99.000","-99.000","-99.000","11.200","","10.600",""
"C0R320","2020-02-01 01:00:00","7.000","69.000","5.400","15.800","0.580","1021.800","","0.000","-99.000","-99.000","-99.000","16.100","","15.800",""
"C0S980","2020-02-01 01:00:00","901.000","355.000","0.900","8.500","0.800","920.400","","0.000","-99.000","-99.000","-99.000","8.500","","7.900",""
"C0X110","2020-02-01 01:00:00","20.000","43.000","1.900","13.700","0.690","1020.600","","0.000","-99.000","-99.000","-99.000","14.400","","13.700",""
"C0V310","2020-02-01 01:00:00","46.000","245.000","0.500","11.500","0.840","1016.300","","0.000","-99.000","-99.000","-99.000","11.900","","11.400",""
"C0G620","2020-02-01 01:00:00","110.000","274.000","1.500","8.000","0.920","1009.400","","0.000","-99.000","-99.000","-99.000","8.400","","8.000",""
"C0AD50","2020-02-01 01:00:00","84.000","69.000","2.800","10.400","0.730","1014.600","","0.000","-99.000","-99.000","-99.000","10.700","","10.400",""
"C0A9A0","2020-02-01 01:00:00","24.000","67.000","0.500","11.500","0.650","1022.000","","0.000","-99.000","-99.000","-99.000","11.500","","11.200",""
"C0O830","2020-02-01 01:00:00","127.000","122.000","0.500","10.100","0.990","1008.300","","0.000","-99.000","-99.000","-99.000","10.700","","10.100",""
"C0S760","2020-02-01 01:00:00","1621.000","352.000","1.000","2.900","0.890","843.400","","0.000","-99.000","-99.000","-99.000","2.900","","2.600",""
"C0X160","2020-02-01 01:00:00","26.000","15.000","1.500","12.500","0.850","1020.000","","0.000","-99.000","-99.000","-99.000","13.300","","12.500",""
"C0C490","2020-02-01 01:00:00","157.000","57.000","1.900","10.100","0.680","1005.400","","0.000","-99.000","-99.000","-99.000","10.200","","10.100",""
"C0F970","2020-02-01 01:00:00","145.000","107.000","1.500","9.700","0.760","1004.800","","0.000","-99.000","-99.000","-99.000","10.200","","9.700",""
"C0R440","2020-02-01 01:00:00","1654.000","130.000","2.000","3.400","0.930","837.500","","0.000","-99.000","-99.000","-99.000","3.700","","3.400",""
"C0M690","2020-02-01 01:00:00","33.000","0.000","0.000","10.600","0.870","1018.000","","0.000","-99.000","-99.000","-99.000","11.100","","10.600",""
"C0V690","2020-02-01 01:00:00","30.000","54.000","1.700","14.900","0.740","1019.600","","0.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"C0Z210","2020-02-01 01:00:00","126.000","0.000","0.100","11.300","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","11.700","","11.300",""
"C0U770","2020-02-01 01:00:00","5.000","338.000","2.600","10.700","0.740","1025.200","","0.000","-99.000","-99.000","-99.000","11.500","","10.700",""
"C0Z080","2020-02-01 01:00:00","298.000","340.000","0.800","9.400","0.930","989.400","","0.000","-99.000","-99.000","-99.000","9.600","","9.400",""
"C0G640","2020-02-01 01:00:00","17.000","0.000","0.000","8.800","0.780","1023.200","","0.000","-99.000","-99.000","-99.000","9.700","","8.800",""
"C0X200","2020-02-01 01:00:00","61.000","0.000","0.100","8.500","0.990","1015.400","","0.000","-99.000","-99.000","-99.000","8.900","","8.500",""
"C0U900","2020-02-01 01:00:00","63.000","288.000","0.700","10.700","0.730","1019.400","","0.000","-99.000","-99.000","-99.000","11.400","","10.700",""
"C0Z230","2020-02-01 01:00:00","31.000","289.000","2.900","11.600","0.670","1022.400","","0.000","-99.000","-99.000","-99.000","12.600","","11.600",""
"C0F9O0","2020-02-01 01:00:00","175.000","0.000","0.100","10.000","0.840","1001.500","","0.000","-99.000","-99.000","-99.000","10.200","","9.600",""
"C0C540","2020-02-01 01:00:00","46.000","77.000","1.300","7.500","0.780","1019.000","","0.000","-99.000","-99.000","-99.000","8.000","","7.500",""
"C0G770","2020-02-01 01:00:00","15.000","24.000","0.600","11.400","0.680","1020.900","","0.000","-99.000","-99.000","-99.000","11.700","","11.400",""
"C0V670","2020-02-01 01:00:00","20.000","4.000","1.800","14.500","0.650","1019.900","","0.000","-99.000","-99.000","-99.000","14.700","","14.500",""
"C0A870","2020-02-01 01:00:00","685.000","94.000","6.100","7.800","0.890","942.000","","0.000","-99.000","-99.000","-99.000","8.000","","7.800",""
"C0R220","2020-02-01 01:00:00","23.000","67.000","0.700","13.100","1.000","1020.000","","0.000","-99.000","-99.000","-99.000","13.300","","13.000",""
"C0Z220","2020-02-01 01:00:00","589.000","0.000","0.000","7.700","0.890","957.000","","0.000","-99.000","-99.000","-99.000","8.100","","7.700",""
"C0D560","2020-02-01 01:00:00","147.000","75.000","2.400","9.100","0.690","1006.900","","0.000","-99.000","-99.000","-99.000","9.200","","8.900",""
"C0I380","2020-02-01 01:00:00","258.000","0.000","0.000","9.000","0.900","991.600","","0.000","-99.000","-99.000","-99.000","9.700","","8.600",""
"C0Z020","2020-02-01 01:00:00","211.000","328.000","1.700","10.500","0.980","999.100","","0.000","-99.000","-99.000","-99.000","11.300","","10.500",""
"C0Z190","2020-02-01 01:00:00","62.000","309.000","0.500","12.400","0.820","1017.000","","0.000","-99.000","-99.000","-99.000","12.800","","12.400",""
"C0C710","2020-02-01 01:00:00","143.000","0.000","0.200","5.800","0.930","1008.200","","0.000","-99.000","-99.000","-99.000","7.000","","5.800",""
"C0D360","2020-02-01 01:00:00","523.000","0.000","0.000","5.000","0.910","960.700","","0.000","-99.000","-99.000","-99.000","5.100","","5.000",""
"C0C680","2020-02-01 01:00:00","228.000","116.000","2.600","8.800","0.710","995.400","","0.000","-99.000","-99.000","-99.000","8.800","","8.100",""
"C0X140","2020-02-01 01:00:00","17.000","40.000","1.000","11.400","0.790","1020.100","","0.000","-99.000","-99.000","-99.000","12.100","","11.400",""
"C0V710","2020-02-01 01:00:00","34.000","36.000","1.400","15.600","0.650","1017.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0G840","2020-02-01 01:00:00","32.000","0.000","0.000","8.600","0.840","1018.700","","0.000","-99.000","-99.000","-99.000","9.000","","8.600",""
"C0S890","2020-02-01 01:00:00","238.000","0.000","0.000","9.800","0.940","999.700","","0.000","-99.000","-99.000","-99.000","10.600","","9.800",""
"C0T820","2020-02-01 01:00:00","550.000","0.000","0.000","9.500","0.800","964.200","","0.000","-99.000","-99.000","-99.000","9.700","","9.500",""
"C0F9I0","2020-02-01 01:00:00","194.000","25.000","0.700","9.900","0.750","999.100","","0.000","-99.000","-99.000","-99.000","10.300","","9.900",""
"C0C650","2020-02-01 01:00:00","208.000","44.000","1.100","8.200","0.700","999.300","","0.000","-99.000","-99.000","-99.000","8.300","","8.000",""
"C0R600","2020-02-01 01:00:00","766.000","56.000","0.900","12.300","0.700","933.500","","0.000","-99.000","-99.000","-99.000","12.300","","11.800",""
"C0Z320","2020-02-01 01:00:00","646.000","230.000","0.800","6.300","0.960","948.800","","0.000","-99.000","-99.000","-99.000","7.100","","6.300",""
"C0Z180","2020-02-01 01:00:00","34.000","312.000","0.500","13.300","0.650","1020.700","","-99.000","-99.000","-99.000","-99.000","14.000","","13.300",""
"C0AD10","2020-02-01 01:00:00","27.000","51.000","0.800","10.400","0.650","1020.800","","0.000","-99.000","-99.000","-99.000","10.400","","9.100",""
"C0M720","2020-02-01 01:00:00","225.000","98.000","1.100","11.500","0.680","995.900","","0.000","-99.000","-99.000","-99.000","11.800","","11.300",""
"C0V450","2020-02-01 01:00:00","51.000","36.000","2.100","12.600","0.800","1016.200","","0.000","-99.000","-99.000","-99.000","13.000","","12.600",""
"C0R280","2020-02-01 01:00:00","242.000","66.000","1.700","13.600","0.700","994.700","","0.000","-99.000","-99.000","-99.000","13.600","","13.500",""
"C0E610","2020-02-01 01:00:00","850.000","0.000","0.000","8.700","0.530","925.600","","0.000","-99.000","-99.000","-99.000","8.900","","8.400",""
"C0Z310","2020-02-01 01:00:00","59.000","359.000","0.900","12.200","0.800","1018.500","","0.000","-99.000","-99.000","-99.000","12.400","","12.100",""
"C0S700","2020-02-01 01:00:00","507.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9G0","2020-02-01 01:00:00","605.000","35.000","1.000","8.800","1.000","956.100","","0.000","-99.000","-99.000","-99.000","8.800","","8.700",""
"C0U520","2020-02-01 01:00:00","517.000","207.000","0.700","6.400","1.000","967.200","","0.000","-99.000","-99.000","-99.000","6.900","","6.400",""
"C0E750","2020-02-01 01:00:00","62.000","0.000","0.000","8.300","0.790","1017.100","","0.000","-99.000","-99.000","-99.000","9.300","","8.300",""
"C0G660","2020-02-01 01:00:00","27.000","0.000","0.000","8.800","0.820","1021.000","","0.000","-99.000","-99.000","-99.000","10.000","","8.800",""
"C0W140","2020-02-01 01:00:00","21.000","31.000","3.500","10.700","0.620","1023.400","","0.000","-99.000","-99.000","-99.000","10.700","","10.500",""
"C0U720","2020-02-01 01:00:00","1260.000","284.000","0.400","2.000","1.000","892.600","","0.000","-99.000","-99.000","-99.000","3.000","","2.000",""
"C0R690","2020-02-01 01:00:00","248.000","2.000","1.100","12.700","0.780","993.000","","0.000","-99.000","-99.000","-99.000","12.900","","12.700",""
"C0X150","2020-02-01 01:00:00","18.000","42.000","1.300","11.000","0.860","1022.400","","0.000","-99.000","-99.000","-99.000","11.700","","11.000",""
"C0Z050","2020-02-01 01:00:00","830.000","0.000","0.000","7.600","0.850","930.700","","0.000","-99.000","-99.000","-99.000","8.000","","7.600",""
"C0I490","2020-02-01 01:00:00","1601.000","96.000","1.800","3.100","0.740","844.800","","0.000","-99.000","-99.000","-99.000","3.100","","1.900",""
"C0I090","2020-02-01 01:00:00","910.000","0.000","0.000","7.600","0.820","918.600","","0.000","-99.000","-99.000","-99.000","8.600","","7.600",""
"C0S990","2020-02-01 01:00:00","409.000","31.000","2.800","13.000","0.620","976.100","","0.000","-99.000","-99.000","-99.000","13.200","","13.000",""
"C0E850","2020-02-01 01:00:00","104.000","0.000","0.000","5.600","0.940","1010.900","","0.000","-99.000","-99.000","-99.000","6.000","","5.400",""
"C0T9B0","2020-02-01 01:00:00","558.000","273.000","2.300","8.800","0.810","960.100","","0.000","-99.000","-99.000","-99.000","8.800","","8.700",""
"C0G650","2020-02-01 01:00:00","34.000","0.000","0.000","9.300","0.990","1018.800","","0.000","-99.000","-99.000","-99.000","9.500","","9.300",""
"C0K580","2020-02-01 01:00:00","26.000","17.000","0.300","9.100","0.930","1021.300","","0.000","-99.000","-99.000","-99.000","9.500","","8.800",""
"C0X050","2020-02-01 01:00:00","25.000","0.000","0.000","9.800","0.960","1018.600","","0.000","-99.000","-99.000","-99.000","10.400","","9.400",""
"CM0100","2020-02-01 01:00:00","25.000","92.000","1.200","10.900","0.610","1021.300","","0.000","-99.000","-99.000","-99.000","11.000","","10.900",""
"C0AC70","2020-02-01 01:00:00","71.000","75.000","1.300","10.500","0.660","1016.000","","0.000","-99.000","-99.000","-99.000","10.800","","10.500",""
"CM0130","2020-02-01 01:00:00","11.000","17.000","2.500","12.800","0.640","1022.100","","0.000","-99.000","-99.000","-99.000","13.300","","12.800",""
"C0R670","2020-02-01 01:00:00","26.000","65.000","2.600","16.900","0.500","1020.300","","0.000","8.100","66.000","","16.900","","16.600",""
"C0X120","2020-02-01 01:00:00","28.000","355.000","1.700","11.500","0.820","1020.700","","0.000","-99.000","-99.000","-99.000","11.900","","11.500",""
"C0R100","2020-02-01 01:00:00","1006.000","266.000","0.800","6.600","0.760","908.400","","0.000","-99.000","-99.000","-99.000","6.700","","6.400",""
"C0C700","2020-02-01 01:00:00","151.000","73.000","2.500","9.800","0.660","1006.600","","0.000","-99.000","-99.000","-99.000","10.100","","9.800",""
"C0W130","2020-02-01 01:00:00","18.000","37.000","4.400","15.000","0.630","1019.700","","0.000","11.500","35.000","","15.100","","15.000",""
"C0F9R0","2020-02-01 01:00:00","20.000","62.000","0.400","9.800","0.760","1021.500","","0.000","-99.000","-99.000","-99.000","10.300","","9.800",""
"C0V660","2020-02-01 01:00:00","25.000","1.000","1.100","13.000","0.770","1020.600","","0.000","-99.000","-99.000","-99.000","14.000","","13.000",""
"C0G780","2020-02-01 01:00:00","27.000","5.000","1.000","10.500","0.710","1019.100","","0.000","-99.000","-99.000","-99.000","10.800","","10.500",""
"C0C590","2020-02-01 01:00:00","72.000","55.000","1.800","9.400","0.700","1015.100","","0.000","-99.000","-99.000","-99.000","9.400","","9.000",""
"C0M790","2020-02-01 01:00:00","15.000","50.000","0.600","10.900","0.690","1019.800","","0.000","-99.000","-99.000","-99.000","11.100","","10.900",""
"C0R130","2020-02-01 01:00:00","1040.000","74.000","2.200","7.100","0.590","902.100","","0.000","-99.000","-99.000","-99.000","7.100","","6.800",""
