"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z020","2020-02-01 10:00:00","211.000","35.000","4.200","14.200","0.700","1000.000","","0.000","-99.000","-99.000","-99.000","14.200","","7.800",""
"C0Z190","2020-02-01 10:00:00","62.000","321.000","0.800","15.600","0.560","1018.400","","0.000","-99.000","-99.000","-99.000","15.600","","12.200",""
"C0C710","2020-02-01 10:00:00","143.000","142.000","1.300","15.200","0.500","1009.000","","0.000","7.100","114.000","","15.200","","3.800",""
"C0D360","2020-02-01 10:00:00","523.000","0.000","0.000","12.800","0.490","961.600","","0.000","-99.000","-99.000","-99.000","12.800","","4.600",""
"C0C680","2020-02-01 10:00:00","228.000","125.000","3.800","13.600","0.580","996.800","","0.000","9.700","98.000","","13.600","","7.500",""
"C0X140","2020-02-01 10:00:00","17.000","52.000","1.000","16.700","0.630","1021.100","","0.000","-99.000","-99.000","-99.000","16.700","","9.400",""
"C0V710","2020-02-01 10:00:00","34.000","345.000","1.800","18.600","0.500","1019.000","","0.000","-99.000","-99.000","-99.000","18.600","","14.600",""
"C0G840","2020-02-01 10:00:00","32.000","13.000","0.500","16.100","0.580","1019.700","","0.000","-99.000","-99.000","-99.000","16.100","","7.300",""
"C0S890","2020-02-01 10:00:00","238.000","7.000","1.800","15.200","0.640","1000.800","","0.000","-99.000","-99.000","-99.000","15.200","","8.200",""
"C0T820","2020-02-01 10:00:00","550.000","0.000","0.200","13.500","0.550","965.300","","0.000","-99.000","-99.000","-99.000","13.500","","6.700",""
"C0F9I0","2020-02-01 10:00:00","194.000","43.000","1.000","15.700","0.480","1000.700","","0.000","-99.000","-99.000","-99.000","15.700","","8.500",""
"C0C650","2020-02-01 10:00:00","208.000","46.000","2.800","13.200","0.550","1000.400","","0.000","-99.000","-99.000","-99.000","13.200","","7.300",""
"C0R600","2020-02-01 10:00:00","766.000","231.000","0.900","16.300","0.360","934.700","","0.000","-99.000","-99.000","-99.000","16.300","","11.800",""
"C0Z320","2020-02-01 10:00:00","646.000","71.000","0.600","13.400","0.620","950.400","","0.000","-99.000","-99.000","-99.000","14.500","","4.400",""
"C0V210","2020-02-01 10:00:00","734.000","172.000","1.400","15.500","0.230","940.200","","0.000","-99.000","-99.000","-99.000","15.500","","4.100",""
"C0K240","2020-02-01 10:00:00","1132.000","320.000","1.400","12.200","0.430","898.200","","0.000","-99.000","-99.000","-99.000","12.200","","6.900",""
"C0M520","2020-02-01 10:00:00","15.000","39.000","1.200","15.600","0.610","1021.600","","0.000","-99.000","-99.000","-99.000","15.600","","8.000",""
"C0A530","2020-02-01 10:00:00","300.000","71.000","0.800","-99.000","0.860","990.600","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E820","2020-02-01 10:00:00","220.000","42.000","1.700","13.400","0.510","998.500","","0.000","-99.000","-99.000","-99.000","13.400","","3.600",""
"C0K450","2020-02-01 10:00:00","35.000","357.000","0.400","16.300","0.570","1019.000","","0.000","-99.000","-99.000","-99.000","16.300","","9.200",""
"C0G760","2020-02-01 10:00:00","53.000","312.000","0.700","17.600","0.540","1020.100","","0.000","-99.000","-99.000","-99.000","17.600","","7.300",""
"CM0120","2020-02-01 10:00:00","4.000","48.000","2.200","14.700","0.560","1023.300","","0.000","-99.000","-99.000","-99.000","14.700","","10.100",""
"C0Z290","2020-02-01 10:00:00","946.000","0.000","0.000","9.200","0.850","917.600","","0.000","-99.000","-99.000","-99.000","9.500","","5.800",""
"C0V680","2020-02-01 10:00:00","40.000","355.000","0.600","18.800","0.520","1018.800","","0.000","-99.000","-99.000","-99.000","18.800","","11.200",""
"C0F9U0","2020-02-01 10:00:00","74.000","223.000","0.300","17.100","0.470","1015.000","","0.000","-99.000","-99.000","-99.000","17.100","","10.100",""
"C0AI10","2020-02-01 10:00:00","76.000","181.000","1.400","14.400","0.620","1016.300","","0.000","-99.000","-99.000","-99.000","14.400","","7.400",""
"C0V530","2020-02-01 10:00:00","34.000","349.000","1.400","17.500","0.520","1019.400","","0.000","-99.000","-99.000","-99.000","17.500","","8.900",""
"C0R550","2020-02-01 10:00:00","38.000","313.000","1.000","20.200","0.390","1019.800","","0.000","-99.000","-99.000","-99.000","20.200","","10.100",""
"C0F9L0","2020-02-01 10:00:00","253.000","302.000","0.900","16.700","0.410","993.800","","0.000","-99.000","-99.000","-99.000","16.700","","7.600",""
"C0A950","2020-02-01 10:00:00","60.000","54.000","5.700","14.500","0.560","1019.500","","0.000","-99.000","-99.000","-99.000","14.500","","13.200",""
"C0R160","2020-02-01 10:00:00","45.000","352.000","1.500","18.300","0.500","1017.600","","0.000","-99.000","-99.000","-99.000","18.300","","9.800",""
"C0F9S0","2020-02-01 10:00:00","43.000","0.000","0.100","16.000","0.530","1019.300","","0.000","-99.000","-99.000","-99.000","16.000","","9.400",""
"C0M820","2020-02-01 10:00:00","980.000","232.000","1.800","11.700","0.370","912.300","","0.000","-99.000","-99.000","-99.000","11.700","","4.000",""
"C0G870","2020-02-01 10:00:00","12.000","340.000","2.300","15.400","0.550","1023.700","","0.000","-99.000","-99.000","-99.000","15.500","","8.600",""
"C0R530","2020-02-01 10:00:00","16.000","345.000","3.000","17.700","0.460","1021.700","","0.000","-99.000","-99.000","-99.000","17.700","","11.200",""
"C0O840","2020-02-01 10:00:00","134.000","328.000","0.400","17.700","0.510","1006.300","","0.000","-99.000","-99.000","-99.000","17.700","","9.800",""
"C0A890","2020-02-01 10:00:00","40.000","0.000","0.000","-99.000","0.830","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-01 10:00:00","97.000","42.000","2.100","13.800","0.610","1014.400","","0.000","-99.000","-99.000","-99.000","14.300","","6.100",""
"C0T9H0","2020-02-01 10:00:00","725.000","31.000","1.600","14.200","0.690","943.100","","0.000","-99.000","-99.000","-99.000","14.200","","7.400",""
"C0R270","2020-02-01 10:00:00","51.000","351.000","2.500","20.600","0.480","1016.400","","0.000","-99.000","-99.000","-99.000","20.600","","14.200",""
"C0F9A0","2020-02-01 10:00:00","425.000","295.000","1.000","15.800","0.510","974.200","","0.000","-99.000","-99.000","-99.000","16.800","","9.700",""
"C0O950","2020-02-01 10:00:00","4.000","346.000","1.100","17.000","0.610","1022.400","","0.000","-99.000","-99.000","-99.000","17.000","","9.000",""
"C0M760","2020-02-01 10:00:00","40.000","324.000","0.500","15.900","0.620","1019.300","","0.000","-99.000","-99.000","-99.000","15.900","","8.700",""
"C0AH70","2020-02-01 10:00:00","34.000","76.000","1.600","16.200","0.470","1022.600","","0.000","-99.000","-99.000","-99.000","16.200","","10.400",""
"C0V250","2020-02-01 10:00:00","298.000","0.000","0.100","18.800","0.310","988.500","","0.000","-99.000","-99.000","-99.000","18.800","","7.300",""
"C0U980","2020-02-01 10:00:00","573.000","150.000","1.500","11.600","0.740","960.400","","0.000","-99.000","-99.000","-99.000","11.700","","3.600",""
"C0S740","2020-02-01 10:00:00","289.000","7.000","1.300","14.500","0.680","993.100","","0.000","-99.000","-99.000","-99.000","14.500","","7.400",""
"C0A940","2020-02-01 10:00:00","49.000","72.000","1.100","14.000","0.610","1021.400","","0.000","-99.000","-99.000","-99.000","14.000","","6.900",""
"C0A920","2020-02-01 10:00:00","196.000","79.000","2.200","13.300","0.650","1002.100","","0.000","-99.000","-99.000","-99.000","13.300","","9.200",""
"C0T870","2020-02-01 10:00:00","135.000","0.000","0.000","15.100","0.610","1010.000","","0.000","-99.000","-99.000","-99.000","15.100","","8.000",""
"C0O930","2020-02-01 10:00:00","69.000","0.000","0.000","18.800","0.490","1016.800","","0.000","-99.000","-99.000","-99.000","18.800","","7.400",""
"C0AI40","2020-02-01 10:00:00","37.000","56.000","4.900","15.200","0.500","1022.000","","0.000","-99.000","-99.000","-99.000","15.200","","10.200",""
"C0C460","2020-02-01 10:00:00","482.000","0.000","0.000","13.200","0.480","969.100","","0.000","-99.000","-99.000","-99.000","13.400","","7.700",""
"C0E520","2020-02-01 10:00:00","320.000","68.000","0.400","14.000","0.600","987.500","","0.000","-99.000","-99.000","-99.000","14.000","","2.700",""
"C0T9D0","2020-02-01 10:00:00","7.000","26.000","0.500","16.600","0.540","1026.000","","0.000","-99.000","-99.000","-99.000","16.600","","9.700",""
"C0I390","2020-02-01 10:00:00","1184.000","104.000","1.200","10.700","0.310","891.700","","0.000","-99.000","-99.000","-99.000","10.700","","1.700",""
"C0B020","2020-02-01 10:00:00","86.000","1.000","3.200","13.800","0.590","1014.800","","0.000","-99.000","-99.000","-99.000","13.900","","12.200",""
"CM0170","2020-02-01 10:00:00","106.000","103.000","2.200","15.600","0.510","1012.400","","0.000","-99.000","-99.000","-99.000","15.600","","7.700",""
"C0F860","2020-02-01 10:00:00","2215.000","204.000","3.100","6.600","0.130","782.800","","0.000","-99.000","-99.000","-99.000","6.600","","-1.500",""
"C0U890","2020-02-01 10:00:00","116.000","273.000","2.400","13.700","0.590","1014.400","","0.000","-99.000","-99.000","-99.000","13.700","","9.800",""
"C0G800","2020-02-01 10:00:00","15.000","13.000","1.600","15.400","0.590","1022.200","","0.000","-99.000","-99.000","-99.000","15.400","","7.800",""
"C0F850","2020-02-01 10:00:00","379.000","301.000","0.300","15.500","0.390","979.500","","0.000","-99.000","-99.000","-99.000","15.500","","5.800",""
"C0AH50","2020-02-01 10:00:00","275.000","74.000","6.200","-99.000","-99.000","992.800","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z160","2020-02-01 10:00:00","124.000","0.000","0.100","14.400","0.630","1012.600","","0.000","-99.000","-99.000","-99.000","14.400","","8.300",""
"C0R540","2020-02-01 10:00:00","17.000","342.000","2.600","19.500","0.400","1021.200","","0.000","-99.000","-99.000","-99.000","19.500","","11.000",""
"C0K480","2020-02-01 10:00:00","56.000","55.000","1.200","16.500","0.530","1016.900","","0.000","-99.000","-99.000","-99.000","16.500","","8.700",""
"C0H890","2020-02-01 10:00:00","440.000","0.000","0.000","13.300","0.530","971.800","","0.000","-99.000","-99.000","-99.000","13.300","","5.000",""
"C0S770","2020-02-01 10:00:00","375.000","127.000","1.600","16.000","0.610","981.300","","0.000","-99.000","-99.000","-99.000","16.000","","8.800",""
"C0X230","2020-02-01 10:00:00","29.000","12.000","1.800","16.000","0.600","1021.800","","0.000","-99.000","-99.000","-99.000","16.000","","7.800",""
"C0B010","2020-02-01 10:00:00","38.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2020-02-01 10:00:00","49.000","340.000","1.500","18.200","0.460","1016.900","","0.000","-99.000","-99.000","-99.000","18.200","","11.200",""
"C0V440","2020-02-01 10:00:00","27.000","358.000","1.400","19.500","0.420","1020.000","","0.000","-99.000","-99.000","-99.000","19.600","","10.600",""
"C0SA40","2020-02-01 10:00:00","200.000","317.000","0.900","15.700","0.620","1002.700","","0.000","-99.000","-99.000","-99.000","15.700","","6.500",""
"C0Z280","2020-02-01 10:00:00","224.000","0.000","0.200","12.200","0.920","1001.400","","0.000","-99.000","-99.000","-99.000","12.200","","8.500",""
"C0Z070","2020-02-01 10:00:00","247.000","0.000","0.000","13.000","0.990","996.700","","0.000","-99.000","-99.000","-99.000","13.000","","8.200",""
"CM0180","2020-02-01 10:00:00","313.000","182.000","0.400","18.700","0.270","987.700","","0.000","-99.000","-99.000","-99.000","18.700","","7.800",""
"C0T9N0","2020-02-01 10:00:00","261.000","101.000","0.600","14.500","0.710","995.700","","0.000","-99.000","-99.000","-99.000","14.500","","7.400",""
"C0K470","2020-02-01 10:00:00","97.000","329.000","0.900","17.700","0.490","1012.000","","0.000","-99.000","-99.000","-99.000","17.700","","8.100",""
"C0R720","2020-02-01 10:00:00","214.000","10.000","6.900","17.400","0.610","999.200","","0.000","-99.000","-99.000","-99.000","17.500","","14.100",""
"C0V650","2020-02-01 10:00:00","28.000","357.000","2.000","17.600","0.570","1022.400","","0.000","-99.000","-99.000","-99.000","17.600","","10.400",""
"C0H9C0","2020-02-01 10:00:00","3402.000","308.000","1.200","-3.600","0.300","674.400","","0.000","-99.000","-99.000","-99.000","-3.500","","-6.900",""
"C0U780","2020-02-01 10:00:00","15.000","256.000","1.800","14.500","0.530","1025.500","","0.000","-99.000","-99.000","-99.000","14.500","","10.300",""
"C0U760","2020-02-01 10:00:00","22.000","347.000","0.600","18.200","0.470","1025.400","","0.000","-99.000","-99.000","-99.000","18.200","","8.100",""
"C0X290","2020-02-01 10:00:00","10.000","30.000","2.500","15.100","0.640","1022.700","","0.000","-99.000","-99.000","-99.000","15.100","","10.500",""
"C0G860","2020-02-01 10:00:00","45.000","317.000","1.200","17.400","0.450","1017.000","","0.000","-99.000","-99.000","-99.000","17.400","","9.700",""
"C0C630","2020-02-01 10:00:00","209.000","70.000","2.900","14.000","0.530","1000.500","","0.000","-99.000","-99.000","-99.000","14.000","","7.200",""
"C0D550","2020-02-01 10:00:00","1956.000","136.000","0.400","8.200","0.430","814.000","","0.000","-99.000","-99.000","-99.000","8.600","","2.400",""
"C0T9E0","2020-02-01 10:00:00","415.000","9.000","0.300","13.200","0.640","978.500","","0.000","-99.000","-99.000","-99.000","13.700","","8.400",""
"C0U960","2020-02-01 10:00:00","1885.000","184.000","2.700","4.500","0.750","817.800","","0.000","-99.000","-99.000","-99.000","4.700","","-3.900",""
"C0AI30","2020-02-01 10:00:00","26.000","85.000","5.200","15.400","0.570","1023.800","","0.000","-99.000","-99.000","-99.000","15.400","","10.700",""
"C0R240","2020-02-01 10:00:00","87.000","344.000","1.000","20.200","0.720","1012.700","","0.000","-99.000","-99.000","-99.000","20.200","","8.400",""
"C0AD30","2020-02-01 10:00:00","20.000","62.000","2.500","15.900","0.500","1021.300","","0.000","-99.000","-99.000","-99.000","15.900","","10.600",""
"C0D430","2020-02-01 10:00:00","87.000","0.000","0.000","14.800","0.560","1013.300","","0.000","-99.000","-99.000","-99.000","14.800","","3.400",""
"C0X210","2020-02-01 10:00:00","38.000","24.000","1.200","16.900","0.550","1017.500","","0.000","-99.000","-99.000","-99.000","16.900","","8.200",""
"C0R680","2020-02-01 10:00:00","13.000","59.000","4.600","20.500","0.580","1022.400","","0.000","10.800","65.000","","20.600","","17.000",""
"C0AH10","2020-02-01 10:00:00","30.000","85.000","3.500","15.400","0.550","-99.000","","0.000","-99.000","-99.000","-99.000","15.400","","9.900",""
"C0E880","2020-02-01 10:00:00","507.000","0.000","0.100","15.800","0.540","964.500","","0.000","-99.000","-99.000","-99.000","15.900","","8.800",""
"C0O960","2020-02-01 10:00:00","112.000","4.000","0.900","18.200","0.580","1010.500","","0.000","-99.000","-99.000","-99.000","18.200","","9.600",""
"C0H950","2020-02-01 10:00:00","192.000","310.000","0.400","16.400","0.500","1001.700","","0.000","-99.000","-99.000","-99.000","16.400","","5.100",""
"C0SA60","2020-02-01 10:00:00","6.000","17.000","1.300","19.000","0.490","1023.700","","0.000","-99.000","-99.000","-99.000","19.000","","11.000",""
"C0A540","2020-02-01 10:00:00","401.000","0.000","0.200","10.200","0.950","978.000","","0.000","-99.000","-99.000","-99.000","10.200","","3.400",""
"C0C690","2020-02-01 10:00:00","242.000","102.000","2.200","13.900","0.530","996.600","","0.000","-99.000","-99.000","-99.000","13.900","","8.800",""
"C0V370","2020-02-01 10:00:00","74.000","40.000","0.600","18.700","0.530","1015.700","","0.000","-99.000","-99.000","-99.000","18.700","","7.200",""
"C0I110","2020-02-01 10:00:00","161.000","296.000","0.900","17.100","0.620","1005.700","","0.000","-99.000","-99.000","-99.000","17.100","","8.500",""
"C0M750","2020-02-01 10:00:00","10.000","39.000","2.300","15.800","0.570","1022.600","","0.000","-99.000","-99.000","-99.000","15.800","","9.500",""
"C0R340","2020-02-01 10:00:00","230.000","26.000","4.100","18.600","0.580","996.600","","0.000","-99.000","-99.000","-99.000","18.600","","10.400",""
"C0U970","2020-02-01 10:00:00","7.000","15.000","0.700","15.000","0.560","1027.000","","0.000","-99.000","-99.000","-99.000","15.000","","8.800",""
"C0X300","2020-02-01 10:00:00","70.000","145.000","0.400","18.200","0.600","1015.200","","0.000","-99.000","-99.000","-99.000","18.200","","7.500",""
"C0R480","2020-02-01 10:00:00","57.000","13.000","2.300","18.600","0.320","1017.100","","0.000","-99.000","-99.000","-99.000","18.600","","10.600",""
"C0A9E0","2020-02-01 10:00:00","26.000","70.000","2.000","15.700","0.510","1023.800","","0.000","8.100","74.000","","15.700","","10.000",""
"C0R590","2020-02-01 10:00:00","72.000","346.000","0.800","18.100","0.520","1014.900","","0.000","-99.000","-99.000","-99.000","18.100","","10.300",""
"C0G820","2020-02-01 10:00:00","29.000","44.000","0.700","16.700","0.590","1021.100","","0.000","-99.000","-99.000","-99.000","16.700","","6.900",""
"C0U600","2020-02-01 10:00:00","10.000","0.000","0.200","15.500","0.530","1024.900","","0.000","-99.000","-99.000","-99.000","15.900","","8.700",""
"C0U910","2020-02-01 10:00:00","17.000","287.000","2.900","15.300","0.520","1024.500","","0.000","-99.000","-99.000","-99.000","15.300","","10.300",""
"C0V630","2020-02-01 10:00:00","19.000","344.000","1.200","17.100","0.540","1023.800","","0.000","-99.000","-99.000","-99.000","17.100","","11.200",""
"C0D650","2020-02-01 10:00:00","97.000","59.000","4.700","14.500","0.550","1013.600","","0.000","11.200","45.000","","14.500","","9.100",""
"C0K510","2020-02-01 10:00:00","10.000","31.000","1.100","16.000","0.580","1022.000","","0.000","-99.000","-99.000","-99.000","16.000","","8.700",""
"C0V360","2020-02-01 10:00:00","94.000","344.000","0.900","19.800","0.510","1012.200","","0.000","-99.000","-99.000","-99.000","19.800","","5.900",""
"C0M780","2020-02-01 10:00:00","30.000","44.000","0.300","17.000","0.540","1020.700","","0.000","-99.000","-99.000","-99.000","17.000","","8.500",""
"C0K530","2020-02-01 10:00:00","12.000","64.000","1.300","16.100","0.560","1022.600","","0.000","-99.000","-99.000","-99.000","16.100","","9.200",""
"C0V750","2020-02-01 10:00:00","50.000","9.000","1.400","17.600","0.550","1019.000","","0.000","-99.000","-99.000","-99.000","17.900","","10.800",""
"C0M830","2020-02-01 10:00:00","540.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T790","2020-02-01 10:00:00","2830.000","280.000","1.500","3.100","0.440","726.600","","0.000","-99.000","-99.000","-99.000","3.100","","-3.000",""
"C0F0D0","2020-02-01 10:00:00","3171.000","244.000","1.100","2.100","0.430","696.400","","0.000","-99.000","-99.000","-99.000","2.200","","-5.500",""
"C0F9X0","2020-02-01 10:00:00","166.000","96.000","1.200","16.100","0.520","1004.300","","0.000","-99.000","-99.000","-99.000","16.100","","9.300",""
"C0F9Q0","2020-02-01 10:00:00","149.000","306.000","1.400","15.000","0.510","1006.000","","0.000","-99.000","-99.000","-99.000","15.800","","7.700",""
"C0E780","2020-02-01 10:00:00","160.000","68.000","1.800","13.900","0.550","1005.800","","0.000","-99.000","-99.000","-99.000","14.200","","5.300",""
"C0SA80","2020-02-01 10:00:00","136.000","160.000","0.400","18.400","0.560","1008.800","","0.000","-99.000","-99.000","-99.000","18.400","","9.800",""
"C0T960","2020-02-01 10:00:00","120.000","145.000","0.800","16.000","0.690","1011.900","","0.000","-99.000","-99.000","-99.000","16.000","","6.200",""
"C0UA50","2020-02-01 10:00:00","808.000","310.000","1.300","10.400","0.770","932.900","","0.000","-99.000","-99.000","-99.000","10.600","","3.500",""
"C0U860","2020-02-01 10:00:00","5.000","46.000","4.100","16.500","0.550","1026.400","","0.000","-99.000","-99.000","-99.000","16.500","","8.600",""
"C0F0C0","2020-02-01 10:00:00","983.000","0.000","0.100","11.200","0.560","911.000","","0.000","-99.000","-99.000","-99.000","11.200","","5.900",""
"C0D480","2020-02-01 10:00:00","223.000","80.000","0.300","15.000","0.620","997.500","","0.000","6.500","131.000","","15.000","","7.600",""
"C0K291","2020-02-01 10:00:00","8.000","36.000","1.800","16.400","0.570","1023.300","","0.000","-99.000","-99.000","-99.000","16.400","","9.000",""
"C0X170","2020-02-01 10:00:00","50.000","19.000","1.600","17.500","0.570","1017.400","","0.000","-99.000","-99.000","-99.000","17.500","","9.700",""
"C0AH30","2020-02-01 10:00:00","755.000","27.000","3.800","10.400","0.880","938.900","","0.000","-99.000","-99.000","-99.000","10.700","","7.000",""
"C0R130","2020-02-01 10:00:00","1040.000","282.000","0.900","12.100","0.320","903.500","","0.000","-99.000","-99.000","-99.000","12.700","","6.700",""
"C0M790","2020-02-01 10:00:00","15.000","23.000","0.400","15.700","0.550","1021.000","","0.000","-99.000","-99.000","-99.000","15.700","","9.000",""
"C0C590","2020-02-01 10:00:00","72.000","52.000","2.000","16.000","0.520","1016.400","","0.000","-99.000","-99.000","-99.000","16.000","","8.800",""
"C0G780","2020-02-01 10:00:00","27.000","341.000","1.900","16.000","0.560","1020.400","","0.000","-99.000","-99.000","-99.000","16.000","","9.200",""
"C0V660","2020-02-01 10:00:00","25.000","337.000","1.600","16.900","0.580","1022.000","","0.000","-99.000","-99.000","-99.000","16.900","","11.100",""
"C0F9R0","2020-02-01 10:00:00","20.000","0.000","0.100","14.700","0.650","1022.900","","0.000","-99.000","-99.000","-99.000","14.700","","8.100",""
"C0W130","2020-02-01 10:00:00","18.000","33.000","5.000","17.800","0.540","1021.000","","0.000","12.000","17.000","","17.800","","15.000",""
"C0C700","2020-02-01 10:00:00","151.000","78.000","2.700","14.000","0.550","1008.000","","0.000","9.600","67.000","","14.000","","9.300",""
"C0R100","2020-02-01 10:00:00","1006.000","74.000","0.700","14.000","0.390","909.800","","0.000","-99.000","-99.000","-99.000","14.000","","6.100",""
"C0X120","2020-02-01 10:00:00","28.000","3.000","1.600","16.300","0.670","1021.900","","0.000","-99.000","-99.000","-99.000","16.300","","9.800",""
"C0R670","2020-02-01 10:00:00","26.000","77.000","4.100","19.900","0.460","1021.500","","0.000","11.700","63.000","","19.900","","16.600",""
"CM0130","2020-02-01 10:00:00","11.000","23.000","1.800","15.300","0.620","1023.400","","0.000","-99.000","-99.000","-99.000","15.300","","11.400",""
"C0AC70","2020-02-01 10:00:00","71.000","81.000","2.500","15.100","0.530","1017.300","","0.000","7.700","86.000","","15.300","","9.600",""
"CM0100","2020-02-01 10:00:00","25.000","88.000","4.000","15.800","0.460","1022.100","","0.000","-99.000","-99.000","-99.000","15.800","","9.000",""
"C0X050","2020-02-01 10:00:00","25.000","27.000","1.200","16.400","0.630","1019.700","","0.000","-99.000","-99.000","-99.000","16.400","","7.800",""
"C0K580","2020-02-01 10:00:00","26.000","9.000","0.800","17.400","0.500","1022.300","","0.000","-99.000","-99.000","-99.000","17.400","","8.200",""
"C0G650","2020-02-01 10:00:00","34.000","310.000","0.400","18.500","0.470","1019.700","","0.000","-99.000","-99.000","-99.000","18.500","","7.600",""
"C0K280","2020-02-01 10:00:00","23.000","16.000","1.800","18.100","0.520","1023.500","","0.000","-99.000","-99.000","-99.000","18.100","","7.000",""
"C0X310","2020-02-01 10:00:00","9.000","15.000","2.700","15.100","0.660","1023.600","","0.000","-99.000","-99.000","-99.000","15.100","","10.100",""
"C0A9C0","2020-02-01 10:00:00","35.000","112.000","3.000","15.200","0.580","1022.600","","0.000","8.200","156.000","","15.200","","9.600",""
"C0V810","2020-02-01 10:00:00","32.000","328.000","1.600","17.800","0.510","-99.000","","0.000","-99.000","-99.000","-99.000","17.800","","13.200",""
"C0V770","2020-02-01 10:00:00","26.000","313.000","1.000","18.500","0.470","1020.500","","0.000","-99.000","-99.000","-99.000","18.500","","10.700",""
"C0UA10","2020-02-01 10:00:00","1711.000","156.000","0.400","4.900","0.850","836.600","","0.000","-99.000","-99.000","-99.000","4.900","","-1.000",""
"C0R660","2020-02-01 10:00:00","20.000","25.000","2.200","19.100","0.480","1021.800","","0.000","-99.000","-99.000","-99.000","19.100","","11.600",""
"C0M640","2020-02-01 10:00:00","155.000","338.000","1.000","17.000","0.520","1005.100","","0.000","-99.000","-99.000","-99.000","17.000","","9.700",""
"C0S660","2020-02-01 10:00:00","794.000","97.000","1.600","12.600","0.570","935.500","","0.000","-99.000","-99.000","-99.000","12.600","","4.800",""
"C0AD40","2020-02-01 10:00:00","32.000","58.000","2.000","15.800","0.510","1021.700","","0.000","-99.000","-99.000","-99.000","15.800","","9.900",""
"C0UA00","2020-02-01 10:00:00","392.000","14.000","0.500","13.600","0.600","981.400","","0.000","-99.000","-99.000","-99.000","13.600","","7.900",""
"C0I080","2020-02-01 10:00:00","536.000","3.000","0.900","16.000","0.400","964.000","","0.000","-99.000","-99.000","-99.000","16.000","","6.400",""
"C0UA30","2020-02-01 10:00:00","1397.000","82.000","1.200","3.900","1.000","867.400","","0.000","-99.000","-99.000","-99.000","3.900","","-0.200",""
"C0Z270","2020-02-01 10:00:00","343.000","0.000","0.100","15.100","0.590","986.000","","0.000","-99.000","-99.000","-99.000","15.100","","8.800",""
"C0G750","2020-02-01 10:00:00","31.000","17.000","1.100","15.700","0.600","1021.200","","0.000","-99.000","-99.000","-99.000","15.700","","7.900",""
"C0A550","2020-02-01 10:00:00","422.000","0.000","0.000","11.000","0.820","976.900","","0.000","-99.000","-99.000","-99.000","11.000","","0.200",""
"C0G830","2020-02-01 10:00:00","27.000","330.000","1.500","14.700","0.690","1019.100","","0.000","-99.000","-99.000","-99.000","14.700","","8.400",""
"C0E810","2020-02-01 10:00:00","53.000","27.000","1.600","14.000","0.630","1019.000","","0.000","-99.000","-99.000","-99.000","14.000","","4.600",""
"C0R640","2020-02-01 10:00:00","21.000","26.000","1.600","18.900","0.400","1021.800","","0.000","-99.000","-99.000","-99.000","18.900","","12.400",""
"C0D580","2020-02-01 10:00:00","120.000","110.000","0.300","15.600","0.540","1010.600","","0.000","-99.000","-99.000","-99.000","15.600","","4.100",""
"C0M660","2020-02-01 10:00:00","40.000","20.000","0.900","15.400","0.610","1019.800","","0.000","-99.000","-99.000","-99.000","15.400","","8.900",""
"C0K330","2020-02-01 10:00:00","38.000","5.000","1.000","16.400","0.560","1019.000","","0.000","-99.000","-99.000","-99.000","16.400","","8.300",""
"C0E830","2020-02-01 10:00:00","37.000","25.000","2.800","14.800","0.430","1020.200","","0.000","-99.000","-99.000","-99.000","14.800","","8.800",""
"C0I010","2020-02-01 10:00:00","1562.000","115.000","1.000","11.900","0.110","852.600","","0.000","-99.000","-99.000","-99.000","11.900","","3.100",""
"C0F930","2020-02-01 10:00:00","100.000","335.000","0.400","15.700","0.550","1012.200","","0.000","-99.000","-99.000","-99.000","15.700","","6.100",""
"C0X180","2020-02-01 10:00:00","62.000","342.000","0.400","17.200","0.620","1016.100","","0.000","-99.000","-99.000","-99.000","17.200","","9.200",""
"C0ACA0","2020-02-01 10:00:00","25.000","68.000","1.300","16.100","0.480","1021.900","","0.000","-99.000","-99.000","-99.000","16.100","","10.100",""
"C0X260","2020-02-01 10:00:00","39.000","350.000","1.100","15.900","0.640","1019.700","","0.000","-99.000","-99.000","-99.000","15.900","","8.700",""
"C0K500","2020-02-01 10:00:00","12.000","28.000","1.400","15.700","0.610","1021.400","","0.000","-99.000","-99.000","-99.000","15.700","","8.400",""
"CM0010","2020-02-01 10:00:00","68.000","39.000","3.300","14.300","0.580","1018.800","","0.000","-99.000","-99.000","-99.000","14.300","","7.300",""
"C0E430","2020-02-01 10:00:00","258.000","0.000","0.200","10.500","0.730","997.500","","0.000","-99.000","-99.000","-99.000","10.500","","5.200",""
"C0D390","2020-02-01 10:00:00","146.000","0.000","0.000","15.200","0.520","1006.000","","0.000","-99.000","-99.000","-99.000","15.200","","5.600",""
